name,departamento,departamento_deparamento_id,muncipio_id
CORPUS,SAN IGNACIO,307,2147
CORRAL DE BUSTOS,MARCOS JUAREZ,183,2148
CORRAL QUEMADO,BELEN,117,2149
CORRALITO,TERCERO ARRIBA,190,2150
CORREA,IRIONDO,389,2151
CORRIENTES,CAPITAL,413,2152
CORTADERAS,CHACABUCO,378,2153
CORZUELA,GENERAL BELGRANO,131,2154
COSQUIN,PUNILLA,186,2155
COSTA GRANDE,DIAMANTE,224,2156
COSTA SACATE,RIO SEGUNDO,187,2157
COSTA URUGUAY NORTE,GUALEGUAYCHU,223,2158
COSTA URUGUAY SUR,GUALEGUAYCHU,223,2159
COTE LAI,TAPENAGA,143,2160
COVUNCO ABAJO,ZAPALA,329,2161
COYUCO COCHICO,CHOS MALAL,319,2162
CRESPO,PARANA,229,2163
CRISPI,SAN MARTIN,396,2164
CRUCESITAS OCTAVA,NOGOYA,228,2165
CRUCESITAS TERCERA,NOGOYA,228,2166
CRUZ ALTA,MARCOS JUAREZ,183,2167
CRUZ DE CAÑA,CRUZ DEL EJE,194,2168
CRUZ DE LOS MILAGROS,LAVALLE,198,2169
CRUZ DEL EJE,CRUZ DEL EJE,194,2170
CUATRO BOCAS,BELGRANO,403,2171
CUBANEA,ADOLFO ALSINA,335,2172
CUCHILLA REDONDA,GUALEGUAYCHU,223,2173
CUCHILLO CO,LIHUEL CALEL,272,2174
CUESTA BLANCA,PUNILLA,186,2175
CULULU,LAS COLONIAS,394,2176
CURTIEMBRE,PARANA,229,2177
CURUPAITY,SAN CRISTOBAL,393,2178
CURUZU CUATIA,CURUZU CUATIA,205,2179
CUSHAMEN,CUSHAMEN,150,2180
CUSI CUSI,SANTA CATALINA,250,2181
CUTRAL CO,CONFLUENCIA,316,2182
DAIREAUX,DAIREAUX,91,2183
DALMACIO VELEZ,TERCERO ARRIBA,190,2184
DARWIN,AVELLANEDA,419,2185
DEAN FUNES,ISCHILIN,176,2186
DEL CAMPILLO,GENERAL ROCA,188,2187
DELFIN GALLO,CRUZ ALTA,436,2188
DESAGUADERO,JUAN MARTÍN DE PUEYRREDÓN,379,2189
DESPEÑADEROS,SANTA MARÍA,184,2190
DESVIO ARIJON,SAN JERONIMO,399,2191
DEVOTO,SAN JUSTO,401,2192
DIAMANTE,DIAMANTE,224,2193
DIAZ,SAN JERONIMO,399,2194
DIEGO DE ALVEAR,GENERAL LOPEZ,395,2195
DIEGO DE ROJAS,RIO PRIMERO,185,2196
DINA HUAPI,PILCANIYEU,334,2197
DIQUE CHICO,SANTA MARÍA,184,2198
DIQUE FLORENTINO AMEGHINO,GAIMAN,149,2199
DISTRITO CHAÑAR,FELICIANO,226,2200
DISTRITO CHIQUEROS,NOGOYA,228,2201
DISTRITO DIEGO LOPEZ,FEDERAL,222,2202
DISTRITO PRIMERO (PRIMER DISTRITO CUCHILLA),GUALEGUAY,220,2203
DISTRITO SEXTO COSTA DE NOGOYA,GUALEGUAY,220,2204
DISTRITO TALA,PARANA,229,2205
DISTRITO TALITAS,GUALEGUAYCHU,223,2206
DOBLAS,ATREUCO,274,2207
DOCTOR RICARDO ROJAS,RIO SENGUER,148,2208
DOLAVON,GAIMAN,149,2209
DOLORES,DOLORES,98,2210
DON CRISTOBAL PRIMERO,NOGOYA,228,2211
DON CRISTOBAL SEGUNDO,NOGOYA,228,2212
DONADEU,ALBERDI,410,2213
DOÑA LUISA,GUASAYAN,411,2214
DORILA,MARACO,270,2215
DOS ARROYOS,LEANDRO N. ALEM,311,2216
DOS DE MAYO,CAINGUAS,305,2217
DOS ROSAS Y LA LEGUA,SAN CRISTOBAL,393,2218
DURAZNO,TALA,234,2219
EDUARDO CASTEX,CONHELO,263,2220
EGUSQUIZA,CASTELLANOS,390,2221
EL AGUILAR,HUMAHUACA,254,2222
EL AIBE,BANDA,412,2223
EL ALCAZAR,LIBERTADOR GENERAL SAN MARTÍN,374,2224
EL ALTO,EL ALTO,121,2225
EL ARAÑADO,SAN JUSTO,401,2226
EL ARAZA,GENERAL OBLIGADO,397,2227
EL ARENAL,JIMENEZ,423,2228
EL BOBADAL,JIMENEZ,423,2229
EL BOLSON,BARILOCHE,338,2230
EL BORDO,GENERAL GUEMES,133,2231
EL BRACHO Y EL CEVILAR,CRUZ ALTA,436,2232
EL BRETE,CRUZ DEL EJE,194,2233
EL CABURE,COPO,414,2234
EL CADILLAL,TAFI VIEJO,445,2235
EL CAIN,25 DE MAYO,332,2236
EL CALAFATE,LAGO ARGENTINO,381,2237
EL CARMEN,EL CARMEN,248,2238
EL CARMEN - ESTACION RACEDO,DIAMANTE,224,2239
EL CARRIL,CHICOANA,349,2240
EL CERCADO,MONTEROS,439,2241
EL CHACHO,MINAS,177,2242
EL CHALTEN,LAGO ARGENTINO,381,2243
EL CHAÑAR,BURRUYACU,443,2244
EL CHARCO,JIMENEZ,423,2245
EL CHOLAR,ÑORQUIN,327,2246
EL CIMARRON,FEDERAL,222,2247
EL COLORADO,PIRANE,239,2248
EL CONDOR,YAVI,255,2249
EL CRISPIN,RIO PRIMERO,185,2250
EL CRUCE,FIGUEROA,421,2251
EL CUADRADO,JUAN F IBARRA,415,2252
EL CUY,EL CUY,331,2253
EL DEAN,CAPITAL,413,2254
EL ESPINILLO,GENERAL GUEMES,133,2255
EL FORTIN,SAN JUSTO,401,2256
EL FUERTE,SANTA BARBARA,249,2257
EL GALPON,METAN,343,2258
EL GATO - LOMA LIMPIA,FEDERAL,222,2259
EL GRAMIYAL,FEDERAL,222,2260
EL HOYO,CUSHAMEN,150,2261
EL HUECU,ÑORQUIN,327,2262
EL JARDIN,LA CANDELARIA,344,2263
EL MAITEN,CUSHAMEN,150,2264
EL MANANTIAL,LULES,442,2265
EL MANSO,BARILOCHE,338,2266
EL MANZANO,COLON,2,2267
EL MOJON,LEALES,441,2268
EL MOLLAR,TAFI DEL VALLE,440,2269
EL NARANJITO,CRUZ ALTA,436,2270
EL NARANJO Y EL SUNCHAL,BURRUYACU,443,2271
EL PALENQUE,PARANA,229,2272
EL PINGO,PARANA,229,2273
EL PIQUETE,SANTA BARBARA,249,2274
EL POLEAR,RIO CHICO,444,2275
EL POTRERO,ROSARIO DE LA FRONTERA,357,2276
EL POTRILLO,RAMON LISTA,243,2277
EL PUESTITO,BURRUYACU,443,2278
EL QUEBRACHAL,ANTA,347,2279
EL QUEBRACHO,LA PAZ,221,2280
EL RABON,GENERAL OBLIGADO,397,2281
EL RASTREADOR,JUAREZ CELMAN,191,2282
EL RECREO,PATIÑO,236,2283
EL REDOMON,CONCORDIA,233,2284
EL RODEO,AMBATO,118,2285
EL SACRIFICIO,LA COCHA,447,2286
EL SAUCE,PICUN LEUFU,321,2287
EL SAUZAL,RIO HONDO,426,2288
EL SAUZALITO,GENERAL GUEMES,133,2289
EL SOBERBIO,GUARANI,313,2290
"EL SOLAR, SAN CARLOS Y COLONIA BERTOZZI",LA PAZ,221,2291
EL SOMBRERITO,GENERAL OBLIGADO,397,2292
EL SOMBRERO,EMPEDRADO,199,2293
EL TALA,LA CANDELARIA,344,2294
EL TALAR,SANTA BARBARA,249,2295
EL TIMBO,BURRUYACU,443,2296
EL TIO,SAN JUSTO,401,2297
EL TRAPICHE,CORONEL PRINGLES,375,2298
EL TREBOL,SAN MARTIN,396,2299
EL TURBIO,GUER AIKE,384,2300
EL VOLCAN,JUAN MARTÍN DE PUEYRREDÓN,379,2301
ELDORADO,ELDORADO,310,2302
ELENA,RIO CUARTO,193,2303
ELISA,LAS COLONIAS,394,2304
ELORTONDO,GENERAL LOPEZ,395,2305
EMBAJADOR MARTINI,REALICO,260,2306
EMBALSE,CALAMUCHITA,179,2307
EMBARCACION,GENERAL JOSE DE SAN MARTÍN,348,2308
EMILIA,LA CAPITAL,402,2309
EMPALME SAN CARLOS,LAS COLONIAS,394,2310
EMPALME VILLA CONSTITUCION,CONSTITUCION,388,2311
EMPEDRADO,EMPEDRADO,199,2312
ENRIQUE CARBO,GUALEGUAYCHU,223,2313
ENRIQUE URIEN,MAYOR LUIS J FONTANA,132,2314
ENSENADA,ENSENADA,32,2315
EPUYEN,CUSHAMEN,150,2316
ESCABA,JUAN B ALBERDI,448,2317
ESCOBAR,ESCOBAR,75,2318
ESMERALDA,CASTELLANOS,390,2319
ESPERANZA,LAS COLONIAS,394,2320
ESPINILLO NORTE,PARANA,229,2321
ESQUEL,FUTALEUFU,151,2322
ESQUINA,ESQUINA,214,2323
ESQUINA Y MANCOPA,LEALES,441,2324
ESTACION ARAOZ Y TACANAS,LEALES,441,2325
ESTACION ATAMISQUI,ATAMISQUI,418,2326
ESTACION CAMPS,DIAMANTE,224,2327
ESTACION CLUCELLAS,CASTELLANOS,390,2328
ESTACION ESCRIÑA,GUALEGUAYCHU,223,2329
ESTACION GENERAL PAZ,COLON,2,2330
ESTACION JUAREZ CELMAN,COLON,2,2331
ESTACION LAZO,GUALEGUAY,220,2332
ESTACION LIBAROS,URUGUAY,231,2333
ESTACION RAICES,VILLAGUAY,225,2334
ESTACION ROBLES,SAN MARTIN,396,2335
ESTACION SIMBOLAR,BANDA,412,2336
ESTACION TORRENT,GENERAL ALVEAR,207,2337
ESTACION YERUA,CONCORDIA,233,2338
ESTACION YUQUERI,CONCORDIA,233,2339
ESTANCIA DE GUADALUPE,MINAS,177,2340
ESTANCIA GRANDE,CORONEL PRINGLES,375,2341
ESTANCIA VIEJA,PUNILLA,186,2342
ESTANISLAO DEL CAMPO,PATIÑO,236,2343
ESTAQUITAS,LA PAZ,221,2344
ESTEBAN ECHEVERRIA,ESTEBAN ECHEVERRIA,11,2345
ESTEBAN RAMS,9 DE JULIO,404,2346
ESTHER,SAN JUSTO,401,2347
ETRURIA,GENERAL SAN MARTIN,182,2348
EUFRASIO LOZA,RIO SECO,180,2349
EUSEBIA Y CAROLINA,CASTELLANOS,390,2350
EUSTOLIA,CASTELLANOS,390,2351
EXALTACION DE LA CRUZ,EXALTACIÓN DE LA CRUZ,78,2352
EZEIZA,EZEIZA,37,2353
FACHINAL,CAPITAL,413,2354
FACUNDO,RIO SENGUER,148,2355
FALDA DEL CARMEN,SANTA MARÍA,184,2356
FALUCHO,REALICO,260,2357
FAMAILLA,FAMAILLA,451,2358
FAMATINA,FAMATINA,287,2359
FAUSTINO M PARERA,GUALEGUAYCHU,223,2360
FEDERACION,FEDERACION,219,2361
FEDERAL,FEDERAL,222,2362
FELICIA,LAS COLONIAS,394,2363
FELIPE YOFRE,MERCEDES,56,2364
FERNANDEZ,ROBLES,417,2365
FIAMBALA,TINOGASTA,127,2366
FIDELA,CASTELLANOS,390,2367
FIGHIERA,ROSARIO,392,2368
FIRMAT,GENERAL LOPEZ,395,2369
FLORENCIA,GENERAL OBLIGADO,397,2370
FLORENCIO VARELA,FLORENCIO VARELA,112,2371
FLORENTINO AMEGHINO,FLORENTINO AMEGHINO,156,2372
FONTANA,SAN FERNANDO,135,2373
FORMOSA,FORMOSA,235,2374
FORRES,ROBLES,417,2375
FORTIN CABO 1°  LUGONES,PATIÑO,236,2376
FORTIN EL PATRIA,GOBERNADOR DUPUY,380,2377
FORTIN INCA,BELGRANO,403,2378
FORTIN OLMOS,VERA,400,2379
FORTIN SARGENTO 1° LEYES,PATIÑO,236,2380
FORTUNA,GOBERNADOR DUPUY,380,2381
FRAGA,CORONEL PRINGLES,375,2382
FRAILE PINTADO,LEDESMA,247,2383
FRANCK,LAS COLONIAS,394,2384
FRAY LUIS BELTRAN,SAN LORENZO,406,2385
FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU,116,2386
FREYRE,SAN JUSTO,401,2387
FRIAS,CHOYA,428,2388
FRONTERA,CASTELLANOS,390,2389
FUENTES,SAN LORENZO,406,2390
FUERTE ESPERANZA,GENERAL GUEMES,133,2391
FUNES,ROSARIO,392,2392
GABOTO,SAN JERONIMO,399,2393
GAIMAN,GAIMAN,149,2394
GALISTEO,CASTELLANOS,390,2395
GALVEZ,SAN JERONIMO,399,2396
GAN GAN,TELSEN,157,2397
GANCEDO,12 DE OCTUBRE,130,2398
GARABATO,VERA,400,2399
GARAVI,SANTO TOME,215,2400
GARIBALDI,CASTELLANOS,390,2401
GARMENDIA,BURRUYACU,443,2402
GARRUCHOS,SANTO TOME,215,2403
GARUHAPE,LIBERTADOR GENERAL SAN MARTÍN,374,2404
GARUPA,CAPITAL,413,2405
GARZA,SARMIENTO,408,2406
GASTONA Y BELICHA,CHICLIGASTA,437,2407
GASTRE,GASTRE,160,2408
GATO COLORADO,9 DE JULIO,404,2409
GENERAL ACHA,UTRACAN,259,2410
GENERAL ALMADA,GUALEGUAYCHU,223,2411
GENERAL ALVARADO,GENERAL ALVARADO,36,2412
GENERAL ALVEAR,GENERAL ALVEAR,207,2413
GENERAL ANGEL V PEÑALOZA,GENERAL ÁNGEL VERA PEÑALOZA,293,2414
GENERAL ARENALES,GENERAL ARENALES,99,2415
GENERAL BALDISSERA,MARCOS JUAREZ,183,2416
GENERAL BALLIVIAN,GENERAL JOSE DE SAN MARTÍN,348,2417
GENERAL BELGRANO,GENERAL BELGRANO,131,2418
GENERAL CABRERA,JUAREZ CELMAN,191,2419
GENERAL CAMPOS,SAN SALVADOR,230,2420
GENERAL CAPDEVILA,12 DE OCTUBRE,130,2421
GENERAL CONESA,CONESA,340,2422
GENERAL DEHEZA,JUAREZ CELMAN,191,2423
GENERAL ENRIQUE GODOY,GENERAL ROCA,188,2424
GENERAL FERNANDEZ ORO,GENERAL ROCA,188,2425
GENERAL FOTHERINGHAM,TERCERO ARRIBA,190,2426
GENERAL GALARZA,GUALEGUAY,220,2427
GENERAL GELLY,CONSTITUCION,388,2428
GENERAL GUEMES,GENERAL GUEMES,133,2429
GENERAL GUIDO,GENERAL GUIDO,24,2430
GENERAL JUAN F QUIROGA,GENERAL JUAN F QUIROGA,290,2431
GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,21,2432
GENERAL LA MADRID,GENERAL LA MADRID,108,2433
GENERAL LAGOS,ROSARIO,392,2434
GENERAL LAMADRID,GENERAL LAMADRID,288,2435
GENERAL LAS HERAS,GENERAL LAS HERAS,100,2436
GENERAL LAVALLE,GENERAL LAVALLE,90,2437
GENERAL LEVALLE,PRESIDENTE ROQUE SAENZ PEÑA,197,2438
GENERAL LUCIO V MANSILLA,LAISHI,241,2439
GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,348,2440
GENERAL OCAMPO,GENERAL OCAMPO,282,2441
GENERAL PAZ,GENERAL PAZ,210,2442
GENERAL PICO,MARACO,270,2443
GENERAL PINEDO,12 DE OCTUBRE,130,2444
GENERAL PINTO,GENERAL PINTO,19,2445
GENERAL PIZARRO,ANTA,347,2446
GENERAL PUEYRREDON,GENERAL PUEYRREDON,17,2447
GENERAL RAMIREZ,DIAMANTE,224,2448
GENERAL ROCA,MARCOS JUAREZ,183,2449
GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,62,2450
GENERAL SAN MARTIN,HUCAL,268,2451
GENERAL URQUIZA,SAN IGNACIO,307,2452
GENERAL VEDIA,BERMEJO,237,2453
GENERAL VIAMONTE,GENERAL VIAMONTE,101,2454
GENERAL VILLEGAS,GENERAL VILLEGAS,10,2455
GESSLER,SAN JERONIMO,399,2456
GILBERT,GUALEGUAYCHU,223,2457
GOBERNADOR COSTA,TEHUELCHES,153,2458
GOBERNADOR CRESPO,SAN JUSTO,401,2459
GOBERNADOR DUVAL,CURACO,258,2460
GOBERNADOR ECHAGUE,TALA,234,2461
GOBERNADOR FEBRE,NOGOYA,228,2462
GOBERNADOR GREGORES,RÍO CHICO,385,2463
GOBERNADOR LOPEZ,LEANDRO N. ALEM,311,2464
GOBERNADOR MANSILLA,TALA,234,2465
GOBERNADOR MARTINEZ,LAVALLE,198,2466
GOBERNADOR ROCA,SAN IGNACIO,307,2467
GOBERNADOR SOLA,TALA,234,2468
GOBERNADOR VIRASORO,SANTO TOME,215,2469
GODEKEN,CASEROS,391,2470
GODOY,CONSTITUCION,388,2471
GODOY CRUZ,GODOY CRUZ,299,2472
GOLONDRINA,VERA,400,2473
GONZALEZ CALDERON,GUALEGUAY,220,2474
GOYA,GOYA,200,2475
GRAMILLA,JIMENEZ,423,2476
GRAN GUARDIA,FORMOSA,235,2477
GRANADERO BAIGORRIA,ROSARIO,392,2478
GRANEROS,GRANEROS,450,2479
GREGORIA PEREZ DE DENIS,9 DE JULIO,404,2480
GRUTLY,LAS COLONIAS,394,2481
GUACHIPAS,GUACHIPAS,356,2482
GUADALUPE NORTE,GENERAL OBLIGADO,397,2483
GUALEGUAY,GUALEGUAY,220,2484
GUALEGUAYCHU,GUALEGUAYCHU,223,2485
GUALEGUAYCITO,FEDERACION,219,2486
GUALJAINA,CUSHAMEN,150,2487
GUAMINI,GUAMINI,16,2488
GUAMPACHA,GUASAYAN,411,2489
GUANACO MUERTO,CRUZ DEL EJE,194,2490
GUAÑACOS,MINAS,177,2491
GUARANI,OBERA,308,2492
GUARDAMONTE,TALA,234,2493
GUARDIA ESCOLTA,BELGRANO,403,2494
GUARDIA MITRE,ADOLFO ALSINA,335,2495
GUASAPAMPA,MINAS,177,2496
GUATIMOZIN,MARCOS JUAREZ,183,2497
GUATRACHE,GUATRACHE,273,2498
GUAVIRAVI,SAN MARTIN,396,2499
GUAYMALLEN,GUAYMALLEN,298,2500
GUTEMBERG,RIO SECO,180,2501
HAMBIS,COLON,2,2502
HARDY,GENERAL OBLIGADO,397,2503
HASENKAMP,PARANA,229,2504
HELVECIA,GARAY,405,2505
HERLITZKA,SAN LUIS DEL PALMAR,206,2506
HERMOSO CAMPO,2 DE ABRIL,141,2507
HERNANDARIAS,PARANA,229,2508
HERNANDEZ,NOGOYA,228,2509
HERNANDO,TERCERO ARRIBA,190,2510
HERRADURA,LAISHI,241,2511
HERRERA,AVELLANEDA,419,2512
HERSILIA,SAN CRISTOBAL,393,2513
HINOJAL,VICTORIA,232,2514
HIPATIA,LAS COLONIAS,394,2515
HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,52,2516
HOCKER,COLON,2,2517
HOYON,ATAMISQUI,418,2518
HUACALERA,TILCARA,245,2519
HUACHANA,ALBERDI,410,2520
HUALFIN,BELEN,117,2521
HUANCHILLA,JUAREZ CELMAN,191,2522
HUANQUEROS,SAN CRISTOBAL,393,2523
HUASA PAMPA,LA COCHA,447,2524
HUERTA GRANDE,PUNILLA,186,2525
HUGENTOBLER,CASTELLANOS,390,2526
HUGHES,GENERAL LOPEZ,395,2527
HUILLAPIMA,CAPAYAN,123,2528
HUINCA RENANCO,GENERAL ROCA,188,2529
HUINGANCO,MINAS,177,2530
HUMAHUACA,HUMAHUACA,254,2531
HUMBERTO PRIMO,CASTELLANOS,390,2532
HUMBOLDT,LAS COLONIAS,394,2533
HURLINGHAM,HURLINGHAM,1,2534
IBARLUCEA,ROSARIO,392,2535
IBARRETA,PATIÑO,236,2536
IBICUY,ISLAS DEL IBICUY,227,2537
ICAÑO,LA PAZ,221,2538
IDIAZABAL,UNION,178,2539
IGLESIA,IGLESIA,367,2540
IMPIRA,RIO SEGUNDO,187,2541
INDEPENDENCIA,INDEPENDENCIA,140,2542
INGENIERO CHANOURDIE,GENERAL OBLIGADO,397,2543
INGENIERO GUILLERMO NICASIO JUAREZ,MATACOS,242,2544
INGENIERO HUERGO,GENERAL ROCA,188,2545
INGENIERO JACOBACCI,25 DE MAYO,332,2546
INGENIERO LUIGGI,REALICO,260,2547
INGENIERO SAJAROFF,VILLAGUAY,225,2548
INRIVILLE,MARCOS JUAREZ,183,2549
INTENDENTE ALVEAR,CHAPALEUFU,267,2550
INTIYACO,VERA,400,2551
IRAZUSTA,GUALEGUAYCHU,223,2552
IRIGOYEN,SAN JERONIMO,399,2553
IRUYA,IRUYA,355,2554
ISLA DE CAÑAS,IRUYA,355,2555
ISLA DEL CERRITO,BERMEJO,237,2556
ISLA VERDE,MARCOS JUAREZ,183,2557
ISLAS LAS LECHIGUANAS,GUALEGUAY,220,2558
ISLETAS,DIAMANTE,224,2559
ITA IBATE,GENERAL PAZ,210,2560
ITACARUARE,SAN JAVIER,398,2561
ITALO,GENERAL ROCA,188,2562
ITATI,ITATI,212,2563
ITUZAINGO,LAS COLONIAS,394,2564
JACHAL,JACHAL,362,2565
JACINTO ARAUZ,HUCAL,268,2566
JACINTO L,LAS COLONIAS,394,2567
JAMES CRAIK,TERCERO ARRIBA,190,2568
JARAMILLO - FITZ ROY,DESEADO,382,2569
JARDIN AMERICA,SAN IGNACIO,307,2570
JESUS MARIA,COLON,2,2571
JOAQUIN V GONZALEZ,ANTA,347,2572
JOSE C PAZ,JOSE C PAZ,6,2573
JOSE DE SAN MARTIN,TEHUELCHES,153,2574
JOSEFINA,CASTELLANOS,390,2575
JOVITA,GENERAL ROCA,188,2576
JUAN B MOLINA,CONSTITUCION,388,2577
JUAN BAUTISTA ALBERDI,JUAN B ALBERDI,448,2578
JUAN DE GARAY,9 DE JULIO,404,2579
JUAN G BAZAN,PATIÑO,236,2580
JUAN JORBA,GENERAL PEDERNERA,373,2581
JUAN JOSE CASTELLI,GENERAL GUEMES,133,2582
JUAN LLERENA,CORONEL PRINGLES,375,2583
JUAN PUJOL,MONTE CASEROS,211,2584
JUANA KOSLAY,JUAN MARTÍN DE PUEYRREDÓN,379,2585
JUANILLO,ATAMISQUI,418,2586
JUBILEO,VILLAGUAY,225,2587
JULIA DUFOUR,GUER AIKE,384,2588
JUNCAL,CONSTITUCION,388,2589
JUNIN,JUNIN,376,2590
JUNIN DE LOS ANDES,HUILICHES,330,2591
JUSTINIANO POSSE,UNION,178,2592
JUSTO DARACT,GENERAL PEDERNERA,373,2593
KILOMETRO 49,OJO DE AGUA,425,2594
KILOMETRO 658,RIO PRIMERO,185,2595
LA ADELA,CALEU CALEU,275,2596
LA AURORA,BANDA,412,2597
LA BANDA,BANDA,412,2598
LA BATEA,CRUZ DEL EJE,194,2599
LA BRAVA,SAN JAVIER,398,2600
LA CABRAL,SAN CRISTOBAL,393,2601
LA CALDERA,LA CALDERA,341,2602
LA CALERA,COLON,2,2603
LA CAMILA,SAN JUSTO,401,2604
LA CANDELARIA,LA CANDELARIA,344,2605
LA CAÑADA,FIGUEROA,421,2606
LA CARLOTA,JUAREZ CELMAN,191,2607
LA CAROLINA EL POTOSI,RIO CUARTO,193,2608
LA CAUTIVA,RIO CUARTO,193,2609
LA CESIRA,PRESIDENTE ROQUE SAENZ PEÑA,197,2610
LA CHISPA,GENERAL LOPEZ,395,2611
LA CLARITA,COLON,2,2612
LA CLOTILDE,O HIGGINS,137,2613
LA COCHA,LA COCHA,447,2614
LA COSTA,LA COSTA,83,2615
LA CRIOLLA,SAN JUSTO,401,2616
LA CRUZ,CALAMUCHITA,179,2617
LA CUMBRE,PUNILLA,186,2618
LA CUMBRECITA,CALAMUCHITA,179,2619
LA EDUVIGIS,LIBERTADOR GENERAL SAN MARTÍN,374,2620
LA ESCONDIDA,GENERAL DONOVAN,129,2621
LA ESMERALDA,FELICIANO,226,2622
LA ESPERANZA,SAN PEDRO,304,2623
LA FALDA,PUNILLA,186,2624
LA FLORIDA,FEDERACION,219,2625
LA FLORIDA Y LUISIANA,CRUZ ALTA,436,2626
LA FRANCIA,SAN JUSTO,401,2627
LA FRATERNIDAD Y SANTA JUANA,FEDERACION,219,2628
LA GALLARETA,VERA,400,2629
LA GRANJA,COLON,2,2630
LA HIERRA,FELICIANO,226,2631
LA HIGUERA,CRUZ DEL EJE,194,2632
LA HUMADA,CHICAL CO,276,2633
LA INVERNADA,FIGUEROA,421,2634
LA LAGUNA,GENERAL SAN MARTIN,182,2635
LA LEONESA,BERMEJO,237,2636
LA LUCILA,SAN CRISTOBAL,393,2637
LA MARUJA,RANCUL,264,2638
LA MATANZA,LA MATANZA,93,2639
LA MENDIETA,SAN PEDRO,304,2640
LA MERCED,CERRILLOS,353,2641
LA NENA - LA SIMONA,GENERAL TABOADA,422,2642
LA NORIA,LORETO,420,2643
LA OLLITA,TALA,234,2644
LA PAISANITA,SANTA MARÍA,184,2645
LA PALESTINA,GENERAL SAN MARTIN,182,2646
LA PAMPA,TOTORAL,189,2647
LA PAQUITA,SAN JUSTO,401,2648
LA PARA,RIO PRIMERO,185,2649
LA PAZ,LA PAZ,221,2650
LA PELADA,LAS COLONIAS,394,2651
LA PENCA Y CARAGUATA,SAN JUSTO,401,2652
LA PICADA,PARANA,229,2653
LA PLATA,LA PLATA,105,2654
LA PLAYA,MINAS,177,2655
LA PLAYOSA,GENERAL SAN MARTIN,182,2656
LA POBLACION,SAN JAVIER,398,2657
LA POMA,LA POMA,351,2658
LA POSTA,RIO PRIMERO,185,2659
LA PROVIDENCIA,LA PAZ,221,2660
LA PUERTA,RIO PRIMERO,185,2661
LA PUNILLA,GENERAL PEDERNERA,373,2662
LA PUNTA,JUAN MARTÍN DE PUEYRREDÓN,379,2663
LA QUIACA,YAVI,255,2664
LA QUINTA,RIO PRIMERO,185,2665
LA RAMADA Y LA CRUZ,BURRUYACU,443,2666
LA RANCHERITA,SANTA MARÍA,184,2667
LA REFORMA,LIMAY MAHUIDA,265,2668
LA RINCONADA,RIO SECO,180,2669
LA RUBIA,SAN CRISTOBAL,393,2670
LA SARITA,GENERAL OBLIGADO,397,2671
LA SERRANITA,SANTA MARÍA,184,2672
LA TIGRA,O HIGGINS,137,2673
LA TOMA,CORONEL PRINGLES,375,2674
LA TORDILLA,SAN JUSTO,401,2675
LA TRINIDAD,CHICLIGASTA,437,2676
LA VANGUARDIA,CONSTITUCION,388,2677
LA VERBENA,FELICIANO,226,2678
LA VERDE,GENERAL DONOVAN,129,2679
LA VERTIENTE,LIBERTADOR GENERAL SAN MARTÍN,374,2680
LA VIÑA,LA VIÑA,359,2681
