name,departamento,departamento_deparamento_id,muncipio_id
LABORDE,UNION,178,2682
LABORDEBOY,GENERAL LOPEZ,395,2683
LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,197,2684
LAFINUR,JUNIN,376,2685
LAGO BLANCO,RIO SENGUER,148,2686
LAGO POSADAS,RÍO CHICO,385,2687
LAGO PUELO,CUSHAMEN,150,2688
LAGUNA BENITEZ,FELICIANO,226,2689
LAGUNA BLANCA,LIBERTAD,136,2690
LAGUNA DEL PESCADO,VICTORIA,232,2691
LAGUNA GALLO,PILAGAS,240,2692
LAGUNA LARGA,RIO SEGUNDO,187,2693
LAGUNA LIMPIA,LIBERTADOR GENERAL SAN MARTÍN,374,2694
LAGUNA NAICK NECK,PILCOMAYO,238,2695
LAGUNA PAIVA,LA CAPITAL,402,2696
LAGUNA YEMA,BERMEJO,237,2697
LAGUNITA SALADA,GASTRE,160,2698
LAMADRID,GRANEROS,450,2699
LAMARQUE,AVELLANEDA,419,2700
LANDETA,SAN MARTIN,396,2701
LANTERI,GENERAL OBLIGADO,397,2702
LANÚS,LANÚS,54,2703
LAPACHITO,GENERAL DONOVAN,129,2704
LAPRIDA,CHOYA,428,2705
LARRECHEA,SAN JERONIMO,399,2706
LARROQUE,GUALEGUAYCHU,223,2707
LAS ACEQUIAS,RIO CUARTO,193,2708
LAS AGUADAS,LIBERTADOR GENERAL SAN MARTÍN,374,2709
LAS ALBAHACAS,RIO CUARTO,193,2710
LAS ARRIAS,TULUMBA,196,2711
LAS AVISPAS,SAN CRISTOBAL,393,2712
LAS BAJADAS,CALAMUCHITA,179,2713
LAS BANDURRIAS,SAN MARTIN,396,2714
LAS BREÑAS,9 DE JULIO,404,2715
LAS CALERAS,CALAMUCHITA,179,2716
LAS CALLES,SAN ALBERTO,192,2717
LAS CAÑADAS,CRUZ DEL EJE,194,2718
LAS CEJAS,CRUZ ALTA,436,2719
LAS CHACRAS,LIBERTADOR GENERAL SAN MARTÍN,374,2720
LAS COLORADAS,CATAN LIL,317,2721
LAS CUEVAS,DIAMANTE,224,2722
LAS DELICIAS,PELLEGRINI,416,2723
LAS FLORES,LAS FLORES,60,2724
LAS GARCITAS,SARGENTO CABRAL,134,2725
LAS GARZAS,PARANA,229,2726
LAS GRAMILLAS,RIO PRIMERO,185,2727
LAS GRUTAS,SAN ANTONIO,337,2728
LAS GUACHAS,TALA,234,2729
LAS HERAS,DESEADO,382,2730
LAS HIGUERAS,RIO CUARTO,193,2731
LAS ISLETILLAS,TERCERO ARRIBA,190,2732
LAS JUNTAS,AMBATO,118,2733
LAS JUNTURAS,RIO SEGUNDO,187,2734
LAS LAGUNAS,LIBERTADOR GENERAL SAN MARTÍN,374,2735
LAS LAJAS,PICUNCHES,328,2736
LAS LAJITAS,ANTA,347,2737
LAS LOMITAS,PATIÑO,236,2738
LAS MERCEDES,GUALEGUAYCHU,223,2739
LAS MOSCAS,URUGUAY,231,2740
LAS MULITAS,FELICIANO,226,2741
LAS OVEJAS,MINAS,177,2742
LAS PALMAS,POCHO,181,2743
LAS PALMERAS,SAN CRISTOBAL,393,2744
LAS PAREJAS,BELGRANO,403,2745
LAS PEÑAS,TOTORAL,189,2746
LAS PEÑAS SUD,RIO CUARTO,193,2747
LAS PERDICES,TERCERO ARRIBA,190,2748
LAS PETACAS,SAN MARTIN,396,2749
LAS PLAYAS,CRUZ DEL EJE,194,2750
LAS PLUMAS,MARTIRES,159,2751
LAS RABONAS,SAN ALBERTO,192,2752
LAS ROSAS,BELGRANO,403,2753
LAS SALADAS,RIO PRIMERO,185,2754
LAS TALAS,LEALES,441,2755
LAS TALITAS,TAFI VIEJO,445,2756
LAS TAPIAS,SAN JAVIER,398,2757
LAS TINAJAS,MORENO,424,2758
LAS TOSCAS,LA PAZ,221,2759
LAS TUNAS,PARANA,229,2760
LAS VARAS,SAN JUSTO,401,2761
LAS VARILLAS,SAN JUSTO,401,2762
LAS VERTIENTES,RIO CUARTO,193,2763
LAURENCENA,NOGOYA,228,2764
LAVAISSE,GENERAL PEDERNERA,373,2765
LAVALLE,LAVALLE,198,2766
LAZZARINO,GENERAL LOPEZ,395,2767
LEALES,LEALES,441,2768
LEANDRO N ALEM,LEANDRO N. ALEM,311,2769
LEGUIZAMON,PRESIDENTE ROQUE SAENZ PEÑA,197,2770
LEHMANN,CASTELLANOS,390,2771
LEON ROUGES Y STA,MONTEROS,439,2772
LEONES,MARCOS JUAREZ,183,2773
LESCANO,RIO HONDO,426,2774
LEZAMA,LEZAMA,73,2775
LIBERTAD,MORENO,424,2776
LIBERTADOR GENERAL SAN MARTIN,LEDESMA,247,2777
LILO VIEJO - PATAY,MORENO,424,2778
LIMAY MAHUIDA,LIMAY MAHUIDA,265,2779
LINCOLN,LINCOLN,72,2780
LLAMBI CAMPBELL,LA CAPITAL,402,2781
LOBERIA,LOBERIA,9,2782
LOBOS,LOBOS,88,2783
LOGROÑO,9 DE JULIO,404,2784
LOMA ALTA,SAN JERONIMO,399,2785
LOMAS DE VALLEJOS,GENERAL PAZ,210,2786
LOMAS DE ZAMORA,LOMAS DE ZAMORA,34,2787
LONCOPUE,LONCOPUE,320,2788
LONDRES,BELEN,117,2789
LONQUIMAY,CATRILO,269,2790
LOPEZ,SAN JERONIMO,399,2791
LORETO,LORETO,420,2792
LOS ALTARES,PASO DE INDIOS,158,2793
LOS ALTOS,SANTA ROSA,296,2794
LOS AMORES,VERA,400,2795
LOS ANTIGUOS,LAGO BUENOS AIRES,387,2796
LOS BULACIO Y LOS VILLAGRA,CRUZ ALTA,436,2797
LOS CAJONES,JUNIN,376,2798
LOS CARDOS,SAN MARTIN,396,2799
LOS CATUTOS,ZAPALA,329,2800
LOS CEDROS,SANTA MARÍA,184,2801
LOS CERRILLOS,SAN JAVIER,398,2802
LOS CHAÑARITOS (CRUZ DEL EJE),CRUZ DEL EJE,194,2803
LOS CHAÑARITOS (RÍO SEGUNDO),RIO SEGUNDO,187,2804
LOS CHARRUAS,CONCORDIA,233,2805
LOS CHIHUIDOS,AÑELO,323,2806
LOS CHIRIGUANOS,BERMEJO,237,2807
LOS CISNES,JUAREZ CELMAN,191,2808
LOS COCOS,PUNILLA,186,2809
LOS CONDORES,CALAMUCHITA,179,2810
LOS CONQUISTADORES,FEDERACION,219,2811
LOS FRENTONES,ALMIRANTE BROWN,5,2812
LOS GOMEZ,LEALES,441,2813
LOS HELECHOS,OBERA,308,2814
LOS HORNILLOS,SAN JAVIER,398,2815
LOS HOYOS,RIO SECO,180,2816
LOS JURIES,GENERAL TABOADA,422,2817
LOS LAURELES,GENERAL OBLIGADO,397,2818
LOS MENUCOS,25 DE MAYO,332,2819
LOS MICHES,MINAS,177,2820
LOS MISTOLES,TOTORAL,189,2821
LOS MOLINOS,CASEROS,391,2822
LOS MOLLES,JUNIN,376,2823
LOS NOGALES,TAFI VIEJO,445,2824
LOS NUÑEZ,RIO HONDO,426,2825
LOS OVEJEROS,RIO HONDO,426,2826
LOS PEREYRA,CRUZ ALTA,436,2827
LOS PEREZ,CRUZ ALTA,436,2828
LOS PIRPINTOS,COPO,414,2829
LOS POZOS,ISCHILIN,176,2830
LOS PUESTOS,LEALES,441,2831
LOS QUIROGA,BANDA,412,2832
LOS QUIRQUINCHOS,CASEROS,391,2833
LOS RALOS,CRUZ ALTA,436,2834
LOS REARTES,CALAMUCHITA,179,2835
LOS ROMANOS - SANTO DOMINGO,ROBLES,417,2836
LOS SARMIENTOS Y LA TIPA,RIO CHICO,444,2837
LOS SOSA,MONTEROS,439,2838
LOS SURGENTES,MARCOS JUAREZ,183,2839
LOS TABANOS,VERA,400,2840
LOS TALARES,POCHO,181,2841
LOS TELARES,SALAVINA,407,2842
LOS TOLDOS,SANTA VICTORIA,342,2843
LOS VARELA,AMBATO,118,2844
LOS ZORROS,TERCERO ARRIBA,190,2845
LOVENTUE,LOVENTUE,271,2846
LOZADA,SANTA MARÍA,184,2847
LUAN TORO,LOVENTUE,271,2848
LUCA,GENERAL SAN MARTIN,182,2849
LUCAS GONZALEZ,NOGOYA,228,2850
LUCAS NORTE,VILLAGUAY,225,2851
LUCAS SUR PRIMERO,VILLAGUAY,225,2852
LUCAS SUR SEGUNDO,VILLAGUAY,225,2853
LUCIO V LOPEZ,IRIONDO,389,2854
LUCIO VICTORIO MANSILLA,TULUMBA,196,2855
LUGONES,AVELLANEDA,419,2856
LUIS BELTRAN,AVELLANEDA,419,2857
LUIS PALACIOS,SAN LORENZO,406,2858
LUJAN,LUJAN,82,2859
LUJAN DE CUYO,LUJAN DE CUYO,301,2860
LUQUE,RIO SEGUNDO,187,2861
LUTTI,CALAMUCHITA,179,2862
LUYABA,SAN JAVIER,398,2863
MACACHIN,ATREUCO,274,2864
MACHAGAI,25 DE MAYO,332,2865
MACIA,TALA,234,2866
MACIEL,SAN JERONIMO,399,2867
MAGDALENA,MAGDALENA,51,2868
MAGGIOLO,GENERAL LOPEZ,395,2869
MAIMARA,TILCARA,245,2870
MAINQUE,GENERAL ROCA,188,2871
MAIPU,MAIPU,142,2872
MAISONAVE,REALICO,260,2873
MAKALLE,GENERAL DONOVAN,129,2874
MALABRIGO,GENERAL OBLIGADO,397,2875
MALAGUEÑO,SANTA MARÍA,184,2876
MALARGUE,MALARGUE,294,2877
MALBRAN,AGUIRRE,409,2878
MALENA,RIO CUARTO,193,2879
MALVINAS ARGENTINAS,MALVINAS ARGENTINAS,67,2880
MAMUEL CHOIQUE,ÑORQUINCO,339,2881
MANFREDI,RIO SEGUNDO,187,2882
MANUEL GARCIA FERNANDEZ,LEALES,441,2883
MANUELA PEDRAZA,SIMOCA,438,2884
MANZANO AMARGO,MINAS,177,2885
MAQUINCHAO,25 DE MAYO,332,2886
MAQUINISTA GALLINI,RIO PRIMERO,185,2887
MAR CHIQUITA,MAR CHIQUITA,113,2888
MARCELINO ESCALADA,SAN JUSTO,401,2889
MARCOS JUAREZ,MARCOS JUAREZ,183,2890
MARCOS PAZ,MARCOS PAZ,87,2891
MARGARITA,VERA,400,2892
MARGARITA BELEN,1° DE MAYO,139,2893
MARIA GRANDE,PARANA,229,2894
MARIA GRANDE 2°,PARANA,229,2895
MARIA JUANA,CASTELLANOS,390,2896
MARIA LUISA,LAS COLONIAS,394,2897
MARIA SUSANA,SAN MARTIN,396,2898
MARIA TERESA,GENERAL LOPEZ,395,2899
MARIANO BOEDO,FORMOSA,235,2900
MARIANO I LOZA,MERCEDES,56,2901
MARIANO MORENO,ZAPALA,329,2902
MARTIRES,CANDELARIA,309,2903
MARULL,SAN JUSTO,401,2904
MATARA,JUAN F IBARRA,415,2905
MATILDE,LAS COLONIAS,394,2906
MATORRALES,RIO SEGUNDO,187,2907
MATTALDI,GENERAL ROCA,188,2908
MAUA,CASTELLANOS,390,2909
MAURICIO MAYER,CONHELO,263,2910
MAXIMO PAZ,CONSTITUCION,388,2911
MAYOR VICENTE E,PIRANE,239,2912
MAYU SUMAJ,PUNILLA,186,2913
MBURUCUYA,MBURUCUYA,217,2914
MEDANOS,ISLAS DEL IBICUY,227,2915
MEDELLIN,ATAMISQUI,418,2916
MEDIA NARANJA,CRUZ DEL EJE,194,2917
MEDINA,CHICLIGASTA,437,2918
MELERO,JUAN F IBARRA,415,2919
MELINCUE,GENERAL LOPEZ,395,2920
MELO,PRESIDENTE ROQUE SAENZ PEÑA,197,2921
MENCUE,EL CUY,331,2922
MENDIOLAZA,COLON,2,2923
MERCEDES,MERCEDES,56,2924
MERLO,MERLO,47,2925
METAN,METAN,343,2926
METILEO,TRENEL,277,2927
MI GRANJA,COLON,2,2928
MIGUEL CANE,QUEMU QUEMU,266,2929
MIGUEL RIGLOS,ATREUCO,274,2930
MIGUEL TORRES,GENERAL LOPEZ,395,2931
MINA 3,GUER AIKE,384,2932
MINA CLAVERO,SAN ALBERTO,192,2933
MINA PIRQUITAS,RINCONADA,256,2934
MINISTRO RAMOS MEXIA,9 DE JULIO,404,2935
MIRAFLORES,GENERAL GUEMES,133,2936
MIRAMAR,SAN JUSTO,401,2937
MISION NUEVA POMPEYA,GENERAL GUEMES,133,2938
MISION SAN FRANCISCO DE LAISHI,LAISHI,241,2939
MISION TACAAGLE,PILAGAS,240,2940
MOCORETA,MONTE CASEROS,211,2941
MOISES VILLE,SAN CRISTOBAL,393,2942
MOJON DE FIERRO,FORMOSA,235,2943
MOJON GRANDE,SAN JAVIER,398,2944
MOJONES NORTE,VILLAGUAY,225,2945
MOJONES SUR,VILLAGUAY,225,2946
MOLINO DOLL,VICTORIA,232,2947
MOLINOS,MOLINOS,354,2948
MONIGOTES,SAN CRISTOBAL,393,2949
MONJE,SAN JERONIMO,399,2950
MONTE,MONTE,12,2951
MONTE BELLO,RIO CHICO,444,2952
MONTE BUEY,MARCOS JUAREZ,183,2953
MONTE CASEROS,MONTE CASEROS,211,2954
MONTE CRISTO,RIO PRIMERO,185,2955
MONTE DE LOS GAUCHOS,RIO CUARTO,193,2956
MONTE HERMOSO,MONTE HERMOSO,45,2957
MONTE LEÑA,UNION,178,2958
MONTE MAIZ,UNION,178,2959
MONTE NIEVAS,CONHELO,263,2960
MONTE OSCURIDAD,SAN CRISTOBAL,393,2961
MONTE QUEMADO,COPO,414,2962
MONTE RALO,SANTA MARÍA,184,2963
MONTE REDONDO (O 7° DISTRITO),GUALEGUAY,220,2964
MONTE VERA,LA CAPITAL,402,2965
MONTEAGUDO,SIMOCA,438,2966
MONTECARLO,MONTECARLO,312,2967
MONTEFIORE,9 DE JULIO,404,2968
MONTEROS,MONTEROS,439,2969
MONTERRICO,EL CARMEN,248,2970
MONTES DE OCA,BELGRANO,403,2971
MONTOYA,VICTORIA,232,2972
MORENO,MORENO,424,2973
MORON,MORON,74,2974
MORRISON,UNION,178,2975
MORTEROS,SAN JUSTO,401,2976
MULAS GRANDES,FELICIANO,226,2977
MURPHY,GENERAL LOPEZ,395,2978
MUTQUIN,POMAN,120,2979
NACION RANQUEL,GENERAL PEDERNERA,373,2980
NAHUEL NIYEU,VALCHETA,333,2981
NAPENAY,INDEPENDENCIA,140,2982
NARE,SAN JUSTO,401,2983
NASCHEL,CHACABUCO,378,2984
NAUPA HUEN,EL CUY,331,2985
NAVARRO,NAVARRO,104,2986
NAVIA,JUAN MARTÍN DE PUEYRREDÓN,379,2987
NAZARENO,SANTA VICTORIA,342,2988
NECOCHEA,NECOCHEA,61,2989
NEGRA MUERTA,BANDA,412,2990
NELSON,LA CAPITAL,402,2991
NEUQUEN,CONFLUENCIA,316,2992
NICANOR MOLINAS,GENERAL OBLIGADO,397,2993
NICOLAS BRUZZONE,GENERAL ROCA,188,2994
NOETINGER,UNION,178,2995
NOGOLI,BELGRANO,403,2996
NOGOYA,NOGOYA,228,2997
NONO,SAN ALBERTO,192,2998
NUESTRA SEÑORA DE LOS DOLORES DE KOLUEL KAIKE,DESEADO,382,2999
NUEVA ESCOCIA,CONCORDIA,233,3000
NUEVA ESPERANZA,PELLEGRINI,416,3001
NUEVA FRANCIA,SILIPICA,427,3002
NUEVA GALIA,GOBERNADOR DUPUY,380,3003
NUEVA VIZCAYA,FEDERAL,222,3004
NUEVO TORINO,LAS COLONIAS,394,3005
ÑANCAY,ISLAS DEL IBICUY,227,3006
ÑANDUCITA,SAN CRISTOBAL,393,3007
ÑORQUINCO,ÑORQUINCO,339,3008
OBERA,OBERA,308,3009
OBISPO TREJO,RIO PRIMERO,185,3010
OCTAVIO PICO,PEHUENCHES,325,3011
OJOS DE AGUA,ÑORQUINCO,339,3012
OLAETA,JUAREZ CELMAN,191,3013
OLAVARRIA,OLAVARRIA,4,3014
OLEGARIO VICTOR ANDRADE,LEANDRO N. ALEM,311,3015
OLIVA,TERCERO ARRIBA,190,3016
OLIVARES DE SAN NICOLAS,ISCHILIN,176,3017
OLIVEROS,IRIONDO,389,3018
OMBU,LA PAZ,221,3019
ONAGOITY,GENERAL ROCA,188,3020
ONCATIVO,RIO SEGUNDO,187,3021
ORDOÑEZ,UNION,178,3022
ORO VERDE,PARANA,229,3023
OTUMPA,MORENO,424,3024
PACHECO DE MELO,JUAREZ CELMAN,191,3025
PACLIN,PACLIN,126,3026
PAGO DE LOS DESEOS,SALADAS,201,3027
PAJONAL,VICTORIA,232,3028
PALACIOS,SAN CRISTOBAL,393,3029
PALMA SOLA,SANTA BARBARA,249,3030
PALMAR GRANDE,GENERAL PAZ,210,3031
PALO NEGRO,RIVADAVIA,350,3032
PALO SANTO,PIRANE,239,3033
PALPALA,PALPALA,257,3034
PAMPA ALMIRON,LIBERTADOR GENERAL SAN MARTÍN,374,3035
PAMPA BLANCA,EL CARMEN,248,3036
PAMPA DE LOS GUANACOS,COPO,414,3037
PAMPA DEL INDIO,LIBERTADOR GENERAL SAN MARTÍN,374,3038
PAMPA DEL INFIERNO,ALMIRANTE BROWN,5,3039
PAMPA MAYO,SIMOCA,438,3040
PAMPAYASTA NORTE,TERCERO ARRIBA,190,3041
PAMPAYASTA SUD,TERCERO ARRIBA,190,3042
PAMPICHUELA,VALLE GRANDE,252,3043
PANAHOLMA,SAN ALBERTO,192,3044
PANAMBI,OBERA,308,3045
PAPAGAYOS,CHACABUCO,378,3046
PARADA PUCHETA,PASO DE LOS LIBRES,213,3047
PARAJE GUAYAQUIL,FEDERACION,219,3048
PARAJE LOS ALGARROBOS,VILLAGUAY,225,3049
PARANA,PARANA,229,3050
PARERA,RANCUL,264,3051
PASCANAS,UNION,178,3052
PASCO,GENERAL SAN MARTIN,182,3053
PASO AGUERRE,PICUN LEUFU,321,3054
PASO DE INDIOS,PASO DE INDIOS,158,3055
PASO DE LA ARENA,PARANA,229,3056
PASO DE LA LAGUNA,VILLAGUAY,225,3057
PASO DE LA PATRIA,SAN COSME,208,3058
PASO DE LAS PIEDRAS,PARANA,229,3059
PASO DE LOS LIBRES,PASO DE LOS LIBRES,213,3060
PASO DEL DURAZNO,JUAREZ CELMAN,191,3061
PASO DEL SAPO,LANGUIÑEO,147,3062
PASO DUARTE,FEDERAL,222,3063
PASO FLORES,PILCANIYEU,334,3064
PASO GRANDE,LIBERTADOR GENERAL SAN MARTÍN,374,3065
PASO VIEJO,CRUZ DEL EJE,194,3066
PASTOR BRITOS,GUALEGUAYCHU,223,3067
PATAGONES,PATAGONES,53,3068
PAVON,CONSTITUCION,388,3069
PAVON ARRIBA,CONSTITUCION,388,3070
PAYOGASTA,CACHI,358,3071
PEDERNAL,CONCORDIA,233,3072
PEDRO GOMEZ CELLO,SAN JUSTO,401,3073
PEDRO R FERNANDEZ,SAN ROQUE,204,3074
PEHUAJO,PEHUAJO,68,3075
PELLEGRINI,PELLEGRINI,416,3076
PEÑAS BLANCAS,GENERAL ROCA,188,3077
PERDICES,GUALEGUAYCHU,223,3078
PEREZ,ROSARIO,392,3079
PERGAMINO,PERGAMINO,70,3080
PERICO,EL CARMEN,248,3081
PERITO MORENO,LAGO BUENOS AIRES,387,3082
PERU,GUATRACHE,273,3083
PERUGORRIA,CURUZU CUATIA,205,3084
PEYRANO,CONSTITUCION,388,3085
PIAMONTE,SAN MARTIN,396,3086
PICADA BERON,LA PAZ,221,3087
PICHANAL,ORAN,346,3088
PICHI HUINCA,RANCUL,264,3089
PICHI MAHUIDA,PICHI MAHUIDA,336,3090
PICO TRUNCADO,DESEADO,382,3091
PICUN LEUFU,PICUN LEUFU,321,3092
PIEDRA DEL AGUILA,COLLON CURA,322,3093
PIEDRABUENA,BURRUYACU,443,3094
PIEDRAS BLANCAS,LA PAZ,221,3095
PILA,PILA,59,3096
PILAR,PILAR,18,3097
PILCANIYEU,PILCANIYEU,334,3098
PILO LIL,CATAN LIL,317,3099
PILQUINIYEU,25 DE MAYO,332,3100
PILQUINIYEU DEL LIMAY,PILCANIYEU,334,3101
PINAMAR,PINAMAR,29,3102
PINCEN,GENERAL ROCA,188,3103
PINTO,AGUIRRE,409,3104
PIÑERO,ROSARIO,392,3105
PIQUILLIN,RIO PRIMERO,185,3106
PIRANE,PIRANE,239,3107
PLAZA CLUCELLAS,CASTELLANOS,390,3108
PLAZA DE MERCEDES,RIO PRIMERO,185,3109
PLAZA HUINCUL,CONFLUENCIA,316,3110
PLAZA LUXARDO,SAN JUSTO,401,3111
PLOTTIER,CONFLUENCIA,316,3112
POCITO,POCITO,363,3113
POMAN,POMAN,120,3114
POMONA,AVELLANEDA,419,3115
PORTEÑA,SAN JUSTO,401,3116
PORTON NEGRO,PILAGAS,240,3117
PORTUGALETE,SAN CRISTOBAL,393,3118
POSADAS,CAPITAL,413,3119
POSTA CAMBIO ZALAZAR,PATIÑO,236,3120
POTRERO DE GARAY,SANTA MARÍA,184,3121
POTRERO DE LOS FUNES,JUAN MARTÍN DE PUEYRREDÓN,379,3122
POZO AZUL,SAN PEDRO,304,3123
POZO BETBEDER,PELLEGRINI,416,3124
POZO BORRADO,9 DE JULIO,404,3125
POZO DE MAZA,BERMEJO,237,3126
POZO DE PIEDRA,BELEN,117,3127
POZO DEL MOLLE,RIO SEGUNDO,187,3128
POZO DEL MORTERO,BERMEJO,237,3129
POZO DEL TIGRE,PATIÑO,236,3130
POZO DEL TOBA,JUAN F IBARRA,415,3131
POZO HONDO,JIMENEZ,423,3132
POZO NUEVO,SOBREMONTE,195,3133
POZUELOS,RIO HONDO,426,3134
PRAHUANIYEU,9 DE JULIO,404,3135
PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,138,3136
PRESIDENCIA ROCA,LIBERTADOR GENERAL SAN MARTÍN,374,3137
PRESIDENCIA ROQUE SAENZ PEÑA,COMANDANTE FERNANDEZ,144,3138
PRESIDENTE PERON,PRESIDENTE PERON,14,3139
PRESIDENTE ROCA,CASTELLANOS,390,3140
PROFESOR SALVADOR MAZZA,GENERAL JOSE DE SAN MARTÍN,348,3141
PROFUNDIDAD,CANDELARIA,309,3142
PROGRESO,LAS COLONIAS,394,3143
PRONUNCIAMIENTO,URUGUAY,231,3144
PROVIDENCIA,LAS COLONIAS,394,3145
PUAN,PUAN,97,3146
PUEBLO ANDINO,IRIONDO,389,3147
PUEBLO BRUGO,PARANA,229,3148
PUEBLO CAZES,COLON,2,3149
PUEBLO ESTHER,ROSARIO,392,3150
PUEBLO GENERAL BELGRANO,GUALEGUAYCHU,223,3151
PUEBLO ITALIANO,UNION,178,3152
PUEBLO LIBERTADOR,ESQUINA,214,3153
PUEBLO LIEBIG S,COLON,2,3154
PUEBLO MARINI,CASTELLANOS,390,3155
PUEBLO MUÑOZ,ROSARIO,392,3156
PUELCHES,CURACO,258,3157
PUELEN,PUELEN,262,3158
PUERTA DE CORRAL QUEMADO,BELEN,117,3159
PUERTA DE SAN JOSE,BELEN,117,3160
PUERTO ALGARROBO,LA PAZ,221,3161
PUERTO BERMEJO,BERMEJO,237,3162
PUERTO DESEADO,DESEADO,382,3163
PUERTO ESPERANZA,IGUAZU,314,3164
PUERTO EVA PERON,BERMEJO,237,3165
PUERTO GENERAL SAN MARTIN,SAN LORENZO,406,3166
PUERTO IGUAZU,IGUAZU,314,3167
PUERTO LEONI,LIBERTADOR GENERAL SAN MARTÍN,374,3168
PUERTO LIBERTAD,IGUAZU,314,3169
PUERTO MADRYN,BIEDMA,152,3170
PUERTO PIRAMIDES,BIEDMA,152,3171
PUERTO PIRAY,MONTECARLO,312,3172
PUERTO RICO,LIBERTADOR GENERAL SAN MARTÍN,374,3173
PUERTO SAN JULIAN,MAGALLANES,383,3174
PUERTO SANTA CRUZ,CORPEN AIKE,386,3175
PUERTO TIROL,LIBERTAD,136,3176
PUERTO VILELAS,SAN FERNANDO,135,3177
PUERTO YERUA,CONCORDIA,233,3178
PUESTO DE CASTRO,RIO SECO,180,3179
PUESTO DEL MARQUEZ,COCHINOCA,244,3180
PUESTO VIEJO,EL CARMEN,248,3181
PUJATO,SAN LORENZO,406,3182
PUJATO NORTE,LAS COLONIAS,394,3183
PUMAHUASI,YAVI,255,3184
PUNTA DEL AGUA,TERCERO ARRIBA,190,3185
PUNTA INDIO,PUNTA INDIO,106,3186
PUNTA POZO,AVELLANEDA,419,3187
PURMAMARCA,TUMBAYA,246,3188
QUEBRACHO,PARANA,229,3189
QUEBRACHO COTO,PELLEGRINI,416,3190
QUEBRACHO HERRADO,SAN JUSTO,401,3191
QUEHUE,UTRACAN,259,3192
QUEMU QUEMU,QUEMU QUEMU,266,3193
QUETREQUEN,RANCUL,264,3194
QUILI MALAL,PICUNCHES,328,3195
QUILINO,ISCHILIN,176,3196
QUILMES,QUILMES,48,3197
QUILMES Y LOS SUELDOS,LEALES,441,3198
QUIMILI,MORENO,424,3199
QUINES,AYACUCHO,377,3200
QUITILIPI,QUITILIPI,146,3201
RACO,TAFI VIEJO,445,3202
RADA TILLY,ESCALANTE,154,3203
RAFAEL GARCIA,SANTA MARÍA,184,3204
RAFAELA,CASTELLANOS,390,3205
RAICES OESTE,VILLAGUAY,225,3206
RAMADA PASO,ITATI,212,3207
RAMALLO,RAMALLO,58,3208
RAMAYON,SAN JUSTO,401,3209
RAMIREZ DE VELAZCO,QUEBRACHOS,429,3210
RAMON M CASTRO,ZAPALA,329,3211
RAMONA,CASTELLANOS,390,3212
RANCHILLOS Y SAN MIGUEL,CRUZ ALTA,436,3213
RANCUL,RANCUL,264,3214
RANQUELES,GENERAL ROCA,188,3215
RAPELLI,PELLEGRINI,416,3216
RAUCH,RAUCH,84,3217
RAWSON,RAWSON,155,3218
RAYO CORTADO,RIO SECO,180,3219
REAL SAYANA,AVELLANEDA,419,3220
REALICO,REALICO,260,3221
RECONQUISTA,GENERAL OBLIGADO,397,3222
RECREO,LA PAZ,221,3223
REDUCCION,JUAREZ CELMAN,191,3224
RELMO,QUEMU QUEMU,266,3225
REMES,CAPITAL,413,3226
RENCA,CHACABUCO,378,3227
RESISTENCIA,SAN FERNANDO,135,3228
RIACHO HE-HE,PILCOMAYO,238,3229
RIACHO NEGRO,PILCOMAYO,238,3230
RIACHUELO,CAPITAL,413,3231
RICARDONE,SAN LORENZO,406,3232
